windfield,geometry,sar_speed,sar_dir,dx,dy,ratio,style_css,lat,lon,u,v,safe_id,era5_speed
wind_10,POINT (71.39591522216797 19.712896728515624),5.4,117.84474383025857,-636.79,195.07,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.712896728515624,71.39591522216797,-4.7747690542562555,2.522217373367494,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.095099957815732
wind_14,POINT (72.70432561080648 17.629558172285186),4.4,124.62100587641616,-612.73,260.99,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.629558172285186,72.70432561080648,-3.620883769259771,2.4998401407912376,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.181704172544796
wind_15,POINT (72.49799749717948 17.667903580280562),5.1,128.4107414802326,-594.15,300.9,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.667903580280562,72.49799749717948,-3.996242671304219,3.1686029274819707,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.708026722632656
wind_16,POINT (72.29157764126796 17.70603175192886),3.7,125.60583403165128,-607.62,272.67,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.70603175192886,72.29157764126796,-3.0082534881706073,2.1541613103269155,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.97047302396463
wind_17,POINT (72.08507627878129 17.74394709427164),6.7,119.97008735639818,-630.95,213.2,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.74394709427164,72.08507627878129,-5.804118362823348,3.3469702762852283,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.869088046772125
wind_18,POINT (71.87849521044619 17.781649334830526),4.2,118.383992532938,-636.29,196.69,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.781649334830526,71.87849521044619,-3.695081963392299,1.9965894129271837,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.792807896077925
wind_19,POINT (71.46506092711265 17.856380687737317),5.9,117.21983751627744,-639.7,185.31,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.856380687737317,71.46506092711265,-5.246622547990074,2.6986944693540513,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.811373285663521
wind_2,POINT (72.54857810831959 17.918730125664183),4.6,131.07404151992458,-579.58,328.09,0.94,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.918730125664183,72.54857810831959,-3.4677612716113644,3.0223553336946223,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.6696094933268775
wind_20,POINT (71.67181889314828 17.8191234280604),6.8,119.9970223350374,-630.37,214.92,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.8191234280604,71.67181889314828,-5.889149435977282,3.3996939451557204,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.782797360531245
wind_21,POINT (72.91056894811784 17.590988917380386),4.6,123.58150080709312,-617.95,248.37,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.590988917380386,72.91056894811784,-3.832259410427655,2.544363930570601,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,5.587737015962347
wind_22,POINT (71.25821832692401 17.893423803104376),6.4,118.55914754303552,-635.03,200.74,0.8,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.893423803104376,71.25821832692401,-5.62127401118819,3.0596206449722234,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.813964562248042
wind_23,POINT (71.05138724190849 17.930234364100865),7.4,119.3660969018306,-631.99,210.1,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.930234364100865,71.05138724190849,-6.449130610028843,3.628872328256948,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.8191433675558635
wind_25,POINT (73.06514939017919 17.30127391459779),3.7,35.86156083793286,-284.67,-602.1,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.30127391459779,73.06514939017919,-2.1675664713037706,-2.9986089429066474,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,5.086889660919838
wind_26,POINT (72.03501010681532 17.49323142389333),6.2,111.82173881096804,-654.51,123.17,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.49323142389333,72.03501010681532,-5.755738119368218,2.30466455286916,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.912432802551657
wind_27,POINT (72.44732362735346 17.417089675524217),5.2,118.4929104982032,-636.64,195.57,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.417089675524217,72.44732362735346,-4.570155965671112,2.4806600834134347,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.835189512398697
wind_28,POINT (72.6533502614276 17.378700315582083),3.9,129.353978527949,-589.51,309.89,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.378700315582083,72.6533502614276,-3.01564830978974,2.4730275517394222,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.352108321566855
wind_29,POINT (72.24120885244807 17.455265045166016),7.2,131.73002800013853,-575.59,335.04,0.94,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.455265045166016,72.24120885244807,-5.373283974256735,4.792475282356263,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.129692979721906
wind_3,POINT (72.75523324338546 17.88042504446847),4.9,121.2765479158292,-626.65,225.53,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.88042504446847,72.75523324338546,-4.187889889782594,2.5439296906669298,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.076057227210232
wind_30,POINT (72.85929543631417 17.34009026000218),4.9,120.11862384634468,-631.39,211.89,0.94,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.34009026000218,72.85929543631417,-4.2384429644318535,2.4587804369764537,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,5.814475637846694
wind_31,POINT (71.62235947129147 17.56851923687858),6.0,111.56542960204716,-654.79,121.7,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.56851923687858,71.62235947129147,-5.579990585621369,2.205380934073951,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.884357945092758
wind_32,POINT (71.41590307958379 17.60583786342455),5.6,118.50818302218924,-635.51,199.21,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.60583786342455,71.41590307958379,-4.920994151139699,2.6727919044416586,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.928968246817592
wind_33,POINT (71.82873080235831 17.53098856292156),5.9,106.9079975671156,-662.46,68.58,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.53098856292156,71.82873080235831,-5.64496068464234,1.7159309044487439,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.857528008566639
wind_34,POINT (71.20937029915567 17.642944525487675),6.4,119.7404684165431,-630.89,213.39,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.642944525487675,71.20937029915567,-5.557000651643005,3.1748612186423553,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.941975211662812
wind_35,POINT (71.00284249441964 17.67982455662319),7.2,118.1549818601575,-636.29,196.69,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.67982455662319,71.00284249441964,-6.348056184747939,3.3973787947892173,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.932102605469283
wind_36,POINT (71.98495417055877 17.242601892222527),5.5,112.02823232490886,-654.1,125.35,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.242601892222527,71.98495417055877,-5.098495356513912,2.0628487825349846,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.0773835813645825
wind_37,POINT (71.57289687446927 17.31800245202106),7.2,106.09938812494352,-663.3,59.92,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.31800245202106,71.57289687446927,-6.9176312323990405,1.9965916288859202,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.846414094603064
wind_38,POINT (71.36673869257388 17.35538258759872),8.1,109.34191823770551,-658.87,97.22,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.35538258759872,71.36673869257388,-7.642827016815554,2.6827588767972146,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.915974270113379
wind_39,POINT (73.01361780581267 17.050421839175016),4.6,113.14544872051844,-652.33,134.26,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.050421839175016,73.01361780581267,-4.229745974581983,1.8081064654791494,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,5.265099878325397
wind_4,POINT (72.34183284214564 17.95681353977748),4.9,122.47392862623082,-621.36,239.74,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.95681353977748,72.34183284214564,-4.133815648521421,2.6308873377701736,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.018745080005068
wind_40,POINT (73.21909531303075 17.011364231938902),20.0,29.183455388548737,-216.29,-629.9,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.011364231938902,73.21909531303075,-9.752151512388064,-17.461258284540296,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,3.944942863212839
wind_41,POINT (71.16050720214844 17.392554490462594),7.7,117.241023939958,-639.51,185.98,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.392554490462594,71.16050720214844,-6.845984236848278,3.524556685432213,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.020197942999277
wind_42,POINT (70.95428466796875 17.429502487182617),5.3,115.58047480204652,-644.4,168.23,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.429502487182617,70.95428466796875,-4.780492514849293,2.2884255101422646,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.068479911605251
wind_43,POINT (72.80805272641389 17.08927577474843),5.6,119.7265082202858,-632.83,207.58,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.08927577474843,72.80805272641389,-4.8630522902783815,2.7768187593032034,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,5.904993491864686
wind_44,POINT (72.19085427989131 17.204584453416906),3.3,108.35179868324998,-660.75,83.5,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.204584453416906,72.19085427989131,-3.1321660340233346,1.0390071873238091,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.18213806945181
wind_45,POINT (72.60240803594175 17.127925955730937),4.7,107.57160554374184,-661.94,73.39,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.127925955730937,72.60240803594175,-4.48069987165666,1.4189181301738263,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.488371570982966
wind_46,POINT (72.39667411472486 17.166361186815344),6.8,114.1135206688274,-649.53,147.22,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.166361186815344,72.39667411472486,-6.20661699864748,2.7781118465785606,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.955058508848966
wind_47,POINT (71.77896748418392 17.280413420304008),6.1,115.65794549200668,-644.86,166.46,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.280413420304008,71.77896748418392,-5.49850998703014,2.641285278520632,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.970434417738149
wind_6,POINT (72.13500768057308 17.99468091407918),5.5,117.8264449378812,-638.32,190.02,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.99468091407918,72.13500768057308,-4.864010908191852,2.567371785501795,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.111109271497291
wind_7,POINT (71.72110193856754 18.069751182698315),6.6,120.69961818415192,-627.65,222.72,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.069751182698315,71.72110193856754,-5.675047447126431,3.3695454400948157,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.8701109731630865
wind_8,POINT (71.30685908157633 18.143929451889132),7.3,125.6326894312197,-605.83,276.64,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.143929451889132,71.30685908157633,-5.933210088927717,4.252883497187096,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.725350675848076
wind_9,POINT (71.51402069470898 18.106949314567615),5.6,125.64387217928518,-606.13,275.98,0.82,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.106949314567615,71.51402069470898,-4.550866784953144,3.263374251539383,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.836074672602799
wind_10,POINT (72.56797518522843 20.166070059071416),9.2,12.370969264858276,-19.96,-665.7,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.166070059071416,72.56797518522843,-1.971012024505382,-8.98638479029555,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.219303252354697
wind_15,POINT (72.09548074473506 19.97199881180473),6.0,159.48480779459672,-348.68,567.43,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.97199881180473,72.09548074473506,-2.1027343879673186,5.6194757845959,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.638599484360176
wind_18,POINT (71.8857954605766 20.00875590780507),8.4,148.05879867238585,-454.39,486.91,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.00875590780507,71.8857954605766,-4.444009017693575,7.128168337704869,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.414559735165654
wind_19,POINT (72.51459775178328 19.89772652335789),7.4,16.05303110607344,-64.23,-662.9,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.89772652335789,72.51459775178328,-2.0462994308840896,-7.111445608254587,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.418604521698197
wind_20,POINT (71.67602466085683 20.045268664152726),8.5,153.43787715973482,-405.62,528.23,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.045268664152726,71.67602466085683,-3.8009269930062874,7.602825395458993,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.347439602497853
wind_22,POINT (72.30508608610734 19.93499349511188),8.4,161.49933931185765,-329.11,579.0,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.93499349511188,72.30508608610734,-2.665450970095194,7.965887968457666,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.8670748893189
wind_23,POINT (71.466259765625 20.081520080566406),8.6,145.11956146938,-477.6,464.17,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.081520080566406,71.466259765625,-4.918046141222463,7.0549856238554325,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.228262531084609
wind_25,POINT (72.67027581256369 19.59191023785135),20.0,15.191296964806986,-54.58,-663.76,0.81,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.59191023785135,72.67027581256369,-5.240851857478285,-19.301126179784596,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,5.0041673474670745
wind_26,POINT (72.46125329059103 19.62946477143661),8.6,18.04022942071915,-87.55,-660.22,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.62946477143661,72.46125329059103,-2.6632883255849227,-8.177218065748464,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.491046909195751
wind_28,POINT (71.8336642721425 19.740656894186266),8.4,137.96508647815998,-532.83,399.56,0.81,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.740656894186266,71.8336642721425,-5.624499903060551,6.238990370282027,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.378269671719265
wind_29,POINT (72.04294619352922 19.703840836234715),6.1,135.52870006023318,-549.74,375.95,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.703840836234715,72.04294619352922,-4.27336660042733,4.352968860255281,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.489303128848454
wind_3,POINT (72.1480409041695 20.240235784779426),10.5,150.33128318594433,-435.33,504.03,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.240235784779426,72.1480409041695,-5.197335428178779,9.123469978412693,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.848021344621892
wind_31,POINT (71.62429378343666 19.777232792066492),5.8,133.95244567776672,-558.85,362.28,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.777232792066492,71.62429378343666,-4.175513407333593,4.025554345078128,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.202811079708374
wind_33,POINT (71.41492462158203 19.813552856445312),5.3,129.27681989752455,-586.02,316.44,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.813552856445312,71.41492462158203,-4.102710881444129,3.3552590694728677,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.086330486529215
wind_35,POINT (72.25214817212975 19.666781549868375),6.3,175.19002661485302,-180.38,641.11,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.666781549868375,72.25214817212975,-0.528263189935136,6.277813154447936,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.786271735458665
wind_4,POINT (71.93794648543648 20.276934831038766),7.1,146.3964961231766,-468.46,473.4,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.276934831038766,71.93794648543648,-3.9294416422926703,5.913500518290015,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.584320425674591
wind_5,POINT (72.35805279275644 20.203286295351774),9.5,165.94070535669366,-282.75,603.0,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.203286295351774,72.35805279275644,-2.307796164640927,9.215426027182282,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.923926443722964
wind_7,POINT (71.72777119512143 20.313385192207665),8.5,160.61813585374554,-335.82,575.13,0.81,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.313385192207665,71.72777119512143,-2.820831731447331,8.018285873106537,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.604370140428336
wind_9,POINT (71.51760559082031 20.349570083618165),7.1,140.78202966642286,-511.45,426.59,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,20.349570083618165,71.51760559082031,-4.489133516852232,5.500698161858538,S1A_IW_GRDH_1SDV_20250531T010257_20250531T010322_059431_07608E_0C67,6.589268778127902
